Year,Month,State,City,AVG_Min_Low_Temp
2008,September,MS,Ackerman,49.25436523437499
2008,October,MS,Ackerman,38.77557669503347
2008,November,MS,Ackerman,27.80020612444195
2008,December,MS,Ackerman,17.16445172991069
2009,January,MS,Ackerman,15.086324986049084
2009,February,MS,Ackerman,19.342316022600425
2009,March,MS,Ackerman,25.795601457868287
2009,April,MS,Ackerman,35.929625941685245
2009,May,MS,Ackerman,48.04059570312498
2009,June,MS,Ackerman,56.90126552036829
2009,July,MS,Ackerman,64.04006120954239
2009,August,MS,Ackerman,62.21782958984373
2009,September,MS,Ackerman,48.333255789620516
2009,October,MS,Ackerman,35.14038643973211
2009,November,MS,Ackerman,26.779693952287918
2009,December,MS,Ackerman,16.59597987583703
2010,January,MS,Ackerman,18.41428780691962
2010,February,MS,Ackerman,17.75386038643971
2010,March,MS,Ackerman,25.69939522879462
2010,April,MS,Ackerman,36.15701154436381
2010,May,MS,Ackerman,46.70917567661828
2010,June,MS,Ackerman,57.917155587332566
2010,July,MS,Ackerman,63.19081804547987
2010,August,MS,Ackerman,61.481654052734356
2010,September,MS,Ackerman,52.457876499720975
2010,October,MS,Ackerman,36.57159894670757
2010,November,MS,Ackerman,26.58538504464284
2010,December,MS,Ackerman,17.729156842912925
2011,January,MS,Ackerman,14.769079066685245
2011,February,MS,Ackerman,18.52018293108257
2011,March,MS,Ackerman,26.265324532645064
2011,April,MS,Ackerman,37.77132690429685
2011,May,MS,Ackerman,48.33596313476559
2011,June,MS,Ackerman,55.70799857003346
2011,July,MS,Ackerman,61.94111275809149
2011,August,MS,Ackerman,61.2504415457589
2011,September,MS,Ackerman,50.28525425502229
2011,October,MS,Ackerman,35.91283255440846
2011,November,MS,Ackerman,25.227048514229892
2011,December,MS,Ackerman,19.51493216378346
2012,January,MS,Ackerman,15.283173828124978
2012,February,MS,Ackerman,19.513498709542386
2012,March,MS,Ackerman,28.543698032924084
2012,April,MS,Ackerman,38.2793713378906
2012,May,MS,Ackerman,47.5884272112165
2012,June,MS,Ackerman,59.07410487583703
2012,July,MS,Ackerman,64.96579014369418
2012,August,MS,Ackerman,62.03545915876113
2012,September,MS,Ackerman,49.46437935965399
2012,October,MS,Ackerman,38.43960431780132
2012,November,MS,Ackerman,25.98029994419641
2012,December,MS,Ackerman,18.072610386439713
2013,January,MS,Ackerman,16.81489554268971
2013,February,MS,Ackerman,20.027499302455332
2013,March,MS,Ackerman,26.001506173270066
2013,April,MS,Ackerman,36.9707531738281
2013,May,MS,Ackerman,48.83680890764507
2013,June,MS,Ackerman,57.51677716936382
2013,July,MS,Ackerman,63.24439732142857
2013,August,MS,Ackerman,62.645514264787934
2013,September,MS,Ackerman,51.867887137276774
2013,October,MS,Ackerman,38.008848702566944
2013,November,MS,Ackerman,28.17127720424105
2013,December,MS,Ackerman,16.07787248883927
2014,January,MS,Ackerman,17.885026681082568
2014,February,MS,Ackerman,19.74894880022319
2014,March,MS,Ackerman,25.093941301618283
2014,April,MS,Ackerman,33.07528111049105
2014,May,MS,Ackerman,48.611024169921855
2014,June,MS,Ackerman,56.98078560965399
2014,July,MS,Ackerman,63.033336879185256
2014,August,MS,Ackerman,63.40955583844865
2014,September,MS,Ackerman,52.22658551897321
2014,October,MS,Ackerman,38.671039167131674
2014,November,MS,Ackerman,26.391408342633905
2014,December,MS,Ackerman,18.531028006417394
2015,January,MS,Ackerman,14.607491106305778
2015,February,MS,Ackerman,20.428051670619396
2015,March,MS,Ackerman,26.028302350725426
2015,April,MS,Ackerman,36.659701450892825
2015,May,MS,Ackerman,48.78992344447542
2015,June,MS,Ackerman,57.66551374162945
2015,July,MS,Ackerman,64.37195818219864
2015,August,MS,Ackerman,62.13380510602676
2015,September,MS,Ackerman,50.816137172154
2015,October,MS,Ackerman,37.12352591378345
2015,November,MS,Ackerman,25.491761474609355
2015,December,MS,Ackerman,18.801153041294626
2016,January,MS,Ackerman,15.758431919642836
2016,February,MS,Ackerman,18.898130929129444
2016,March,MS,Ackerman,26.762918875558015
2016,April,MS,Ackerman,36.73848650251115
2016,May,MS,Ackerman,47.5761748395647
2016,June,MS,Ackerman,59.11678676060265
2016,July,MS,Ackerman,63.64641060965399
2016,August,MS,Ackerman,62.65380371093747
2016,September,MS,Ackerman,51.681375906808
2016,October,MS,Ackerman,35.3165051269531
2016,November,MS,Ackerman,28.427611781529
2016,December,MS,Ackerman,17.45901872907364
2017,January,MS,Ackerman,15.654221365792393
2017,February,MS,Ackerman,20.055799560546852
2017,March,MS,Ackerman,27.366578369140605
2017,April,MS,Ackerman,37.51597848074775
2017,May,MS,Ackerman,45.939470912388366
2017,June,MS,Ackerman,57.04589529854909
2017,July,MS,Ackerman,64.84055908203122
2017,August,MS,Ackerman,61.65395629882809
2017,September,MS,Ackerman,50.835208914620516
2017,October,MS,Ackerman,37.547135184151756
2017,November,MS,Ackerman,26.302850690569173
2017,December,MS,Ackerman,18.81841988699774
2018,January,MS,Ackerman,15.925497349330332
2018,February,MS,Ackerman,20.05619977678569
2018,March,MS,Ackerman,27.437419259207566
2018,April,MS,Ackerman,35.444213344029
2018,May,MS,Ackerman,49.26988996233256
2018,June,MS,Ackerman,57.142713623046845
2018,July,MS,Ackerman,64.34908569335934
2018,August,MS,Ackerman,64.44955566406249
2018,September,MS,Ackerman,51.30952793666292
2018,October,MS,Ackerman,37.81011387416292
2018,November,MS,Ackerman,26.243937813895066
2018,December,MS,Ackerman,19.92013148716516
2019,January,MS,Ackerman,18.393133893694177
2019,February,MS,Ackerman,22.438012172153996
2019,March,MS,Ackerman,26.70976858956471
2019,April,MS,Ackerman,35.7896496582031
2019,May,MS,Ackerman,47.00923060825891
2019,June,MS,Ackerman,58.85585362025667
2019,July,MS,Ackerman,63.95312011718748
2019,August,MS,Ackerman,63.255537981305785
2019,September,MS,Ackerman,52.358989083426316
2019,October,MS,Ackerman,35.19929931640623
2019,November,MS,Ackerman,28.456686314174082
2019,December,MS,Ackerman,19.874833809988814
2020,January,MS,Ackerman,17.01578578404016
2020,February,MS,Ackerman,21.173574741908467
2020,March,MS,Ackerman,27.165337611607118
2020,April,MS,Ackerman,36.96042602539061
2020,May,MS,Ackerman,47.43947875976559
2020,June,MS,Ackerman,56.53485839843748
2020,July,MS,Ackerman,64.78609828404016
2020,August,MS,Ackerman,62.61502458844864
2020,September,MS,Ackerman,53.64742117745533
2020,October,MS,Ackerman,35.81377511160712
2020,November,MS,Ackerman,26.668449532645063
2020,December,MS,Ackerman,19.765752650669622
2021,January,MS,Ackerman,15.348176269531228
2021,February,MS,Ackerman,18.70550920758926
2021,March,MS,Ackerman,26.426933419363824
2021,April,MS,Ackerman,37.457667236328106
2021,May,MS,Ackerman,47.85076503208702
2021,June,MS,Ackerman,57.82522356305801
2021,July,MS,Ackerman,65.84159144810266
2021,August,MS,Ackerman,64.2833272879464
2021,September,MS,Ackerman,55.06391200474327
2021,October,MS,Ackerman,35.41689400809149
2021,November,MS,Ackerman,24.58445033482141
2021,December,MS,Ackerman,16.91537466866627
2022,January,MS,Ackerman,16.96631591796873
2022,February,MS,Ackerman,21.21343941824775
2022,March,MS,Ackerman,26.819550781249973
2022,April,MS,Ackerman,36.122849295479895
2022,May,MS,Ackerman,47.32552699497766
2022,June,MS,Ackerman,58.540747419084795
2022,July,MS,Ackerman,64.35421003069195
2022,August,MS,Ackerman,65.71797956194195
2022,September,MS,Ackerman,50.8273223005022
2022,October,MS,Ackerman,36.40474539620534
2022,November,MS,Ackerman,25.51647809709819
2022,December,MS,Ackerman,20.284563685825873
2023,January,MS,Ackerman,17.770611921037922
2023,February,MS,Ackerman,20.911195068359355
2023,March,MS,Ackerman,26.843987513950868
2023,April,MS,Ackerman,35.92982212611605
2023,May,MS,Ackerman,46.78691702706472
2023,June,MS,Ackerman,58.75454659598211
