Year,Month,State,City,AVG_Frost_Days
2013,October,MS,Ackerman,0.19047619047619047
2013,November,MS,Ackerman,3.1904761904761907
2013,December,MS,Ackerman,12.238095238095237
2014,January,MS,Ackerman,14.857142857142858
2014,February,MS,Ackerman,9.0
2014,March,MS,Ackerman,4.333333333333333
2014,April,MS,Ackerman,0.6190476190476191
2014,May,MS,Ackerman,0.047619047619047616
2014,June,MS,Ackerman,0.0
2014,July,MS,Ackerman,0.0
2014,August,MS,Ackerman,0.0
2014,September,MS,Ackerman,0.0
2014,October,MS,Ackerman,0.0
2014,November,MS,Ackerman,3.5238095238095237
2014,December,MS,Ackerman,11.428571428571429
2015,January,MS,Ackerman,15.095238095238095
2015,February,MS,Ackerman,9.333333333333334
2015,March,MS,Ackerman,4.666666666666667
2015,April,MS,Ackerman,0.3333333333333333
2015,May,MS,Ackerman,0.0
2015,June,MS,Ackerman,0.0
2015,July,MS,Ackerman,0.0
2015,August,MS,Ackerman,0.0
2015,September,MS,Ackerman,0.0
2015,October,MS,Ackerman,0.19047619047619047
2015,November,MS,Ackerman,4.333333333333333
2015,December,MS,Ackerman,12.476190476190476
2016,January,MS,Ackerman,13.80952380952381
2016,February,MS,Ackerman,11.047619047619047
2016,March,MS,Ackerman,2.6666666666666665
2016,April,MS,Ackerman,0.09523809523809523
2016,May,MS,Ackerman,0.0
2016,June,MS,Ackerman,0.0
2016,July,MS,Ackerman,0.0
2016,August,MS,Ackerman,0.0
2016,September,MS,Ackerman,0.0
2016,October,MS,Ackerman,0.38095238095238093
2016,November,MS,Ackerman,3.2857142857142856
2016,December,MS,Ackerman,13.142857142857142
2017,January,MS,Ackerman,14.523809523809524
2017,February,MS,Ackerman,9.619047619047619
2017,March,MS,Ackerman,3.6666666666666665
2017,April,MS,Ackerman,0.3333333333333333
2017,May,MS,Ackerman,0.0
2017,June,MS,Ackerman,0.0
2017,July,MS,Ackerman,0.0
2017,August,MS,Ackerman,0.0
2017,September,MS,Ackerman,0.0
2017,October,MS,Ackerman,0.14285714285714285
2017,November,MS,Ackerman,3.1904761904761907
2017,December,MS,Ackerman,10.428571428571429
2018,January,MS,Ackerman,13.666666666666666
2018,February,MS,Ackerman,10.047619047619047
2018,March,MS,Ackerman,3.0476190476190474
2018,April,MS,Ackerman,0.47619047619047616
2018,May,MS,Ackerman,0.0
2018,June,MS,Ackerman,0.0
2018,July,MS,Ackerman,0.0
2018,August,MS,Ackerman,0.0
2018,September,MS,Ackerman,0.0
2018,October,MS,Ackerman,0.09523809523809523
2018,November,MS,Ackerman,3.4761904761904763
2018,December,MS,Ackerman,11.142857142857142
2019,January,MS,Ackerman,13.904761904761905
2019,February,MS,Ackerman,6.809523809523809
2019,March,MS,Ackerman,4.190476190476191
2019,April,MS,Ackerman,0.3333333333333333
2019,May,MS,Ackerman,0.0
2019,June,MS,Ackerman,0.0
2019,July,MS,Ackerman,0.0
2019,August,MS,Ackerman,0.0
2019,September,MS,Ackerman,0.0
2019,October,MS,Ackerman,0.5714285714285714
2019,November,MS,Ackerman,3.0
2019,December,MS,Ackerman,11.761904761904763
2020,January,MS,Ackerman,15.095238095238095
2020,February,MS,Ackerman,8.333333333333334
2020,March,MS,Ackerman,3.0952380952380953
2020,April,MS,Ackerman,0.2857142857142857
2020,May,MS,Ackerman,0.0
2020,June,MS,Ackerman,0.0
2020,July,MS,Ackerman,0.0
2020,August,MS,Ackerman,0.0
2020,September,MS,Ackerman,0.0
2020,October,MS,Ackerman,0.19047619047619047
2020,November,MS,Ackerman,3.4761904761904763
2020,December,MS,Ackerman,10.80952380952381
2021,January,MS,Ackerman,13.095238095238095
2021,February,MS,Ackerman,10.761904761904763
2021,March,MS,Ackerman,3.7142857142857144
2021,April,MS,Ackerman,0.09523809523809523
2021,May,MS,Ackerman,0.0
2021,June,MS,Ackerman,0.0
2021,July,MS,Ackerman,0.0
2021,August,MS,Ackerman,0.0
2021,September,MS,Ackerman,0.0
2021,October,MS,Ackerman,0.5238095238095238
2021,November,MS,Ackerman,3.3333333333333335
2021,December,MS,Ackerman,11.904761904761905
2022,January,MS,Ackerman,14.476190476190476
2022,February,MS,Ackerman,9.571428571428571
2022,March,MS,Ackerman,4.476190476190476
2022,April,MS,Ackerman,0.19047619047619047
2022,May,MS,Ackerman,0.0
2022,June,MS,Ackerman,0.0
2022,July,MS,Ackerman,0.0
2022,August,MS,Ackerman,0.0
2022,September,MS,Ackerman,0.0
2022,October,MS,Ackerman,0.19047619047619047
2022,November,MS,Ackerman,3.142857142857143
2022,December,MS,Ackerman,9.380952380952381
2023,January,MS,Ackerman,13.904761904761905
2023,February,MS,Ackerman,9.571428571428571
2023,March,MS,Ackerman,3.5238095238095237
2023,April,MS,Ackerman,0.23809523809523808
2023,May,MS,Ackerman,0.0
2023,June,MS,Ackerman,0.0
