Year,Month,State,City,AVG_Dry_Spell
2007,June,MS,Ackerman,0.5238095238095238
2007,July,MS,Ackerman,0.42857142857142855
2007,August,MS,Ackerman,0.5714285714285714
2007,September,MS,Ackerman,1.0476190476190477
2007,October,MS,Ackerman,1.380952380952381
2007,November,MS,Ackerman,0.8571428571428571
2007,December,MS,Ackerman,0.9523809523809523
2008,January,MS,Ackerman,0.6666666666666666
2008,February,MS,Ackerman,0.38095238095238093
2008,March,MS,Ackerman,0.23809523809523808
2008,April,MS,Ackerman,0.5238095238095238
2008,May,MS,Ackerman,0.5238095238095238
2008,June,MS,Ackerman,0.6666666666666666
2008,July,MS,Ackerman,0.42857142857142855
2008,August,MS,Ackerman,0.5714285714285714
2008,September,MS,Ackerman,0.7619047619047619
2008,October,MS,Ackerman,1.1904761904761905
2008,November,MS,Ackerman,0.5238095238095238
2008,December,MS,Ackerman,0.7619047619047619
2009,January,MS,Ackerman,0.3333333333333333
2009,February,MS,Ackerman,0.5238095238095238
2009,March,MS,Ackerman,0.6190476190476191
2009,April,MS,Ackerman,0.23809523809523808
2009,May,MS,Ackerman,0.5238095238095238
2009,June,MS,Ackerman,0.6666666666666666
2009,July,MS,Ackerman,0.5714285714285714
2009,August,MS,Ackerman,0.42857142857142855
2009,September,MS,Ackerman,0.9047619047619048
2009,October,MS,Ackerman,0.9523809523809523
2009,November,MS,Ackerman,0.8095238095238095
2009,December,MS,Ackerman,0.8571428571428571
2010,January,MS,Ackerman,0.6190476190476191
2010,February,MS,Ackerman,0.47619047619047616
2010,March,MS,Ackerman,0.42857142857142855
2010,April,MS,Ackerman,0.5714285714285714
2010,May,MS,Ackerman,0.7142857142857143
2010,June,MS,Ackerman,0.5238095238095238
2010,July,MS,Ackerman,0.47619047619047616
2010,August,MS,Ackerman,0.6190476190476191
2010,September,MS,Ackerman,0.9047619047619048
2010,October,MS,Ackerman,1.1428571428571428
2010,November,MS,Ackerman,0.5714285714285714
2010,December,MS,Ackerman,0.7619047619047619
2011,January,MS,Ackerman,0.9047619047619048
2011,February,MS,Ackerman,0.7142857142857143
2011,March,MS,Ackerman,0.38095238095238093
2011,April,MS,Ackerman,0.42857142857142855
2011,May,MS,Ackerman,0.8095238095238095
2011,June,MS,Ackerman,0.8095238095238095
2011,July,MS,Ackerman,0.47619047619047616
2011,August,MS,Ackerman,0.47619047619047616
2011,September,MS,Ackerman,0.7619047619047619
2011,October,MS,Ackerman,1.0476190476190477
2011,November,MS,Ackerman,0.9523809523809523
2011,December,MS,Ackerman,1.0476190476190477
2012,January,MS,Ackerman,0.6666666666666666
2012,February,MS,Ackerman,0.5714285714285714
2012,March,MS,Ackerman,0.5238095238095238
2012,April,MS,Ackerman,0.7142857142857143
2012,May,MS,Ackerman,0.47619047619047616
2012,June,MS,Ackerman,0.6190476190476191
2012,July,MS,Ackerman,0.42857142857142855
2012,August,MS,Ackerman,0.6190476190476191
2012,September,MS,Ackerman,0.7142857142857143
2012,October,MS,Ackerman,1.1428571428571428
2012,November,MS,Ackerman,0.8095238095238095
2012,December,MS,Ackerman,1.0476190476190477
2013,January,MS,Ackerman,0.5238095238095238
2013,February,MS,Ackerman,0.47619047619047616
2013,March,MS,Ackerman,0.42857142857142855
2013,April,MS,Ackerman,0.6666666666666666
2013,May,MS,Ackerman,0.6190476190476191
2013,June,MS,Ackerman,0.38095238095238093
2013,July,MS,Ackerman,0.6190476190476191
2013,August,MS,Ackerman,0.5238095238095238
2013,September,MS,Ackerman,0.6190476190476191
2013,October,MS,Ackerman,1.2857142857142858
2013,November,MS,Ackerman,0.9047619047619048
2013,December,MS,Ackerman,0.6666666666666666
2014,January,MS,Ackerman,0.6666666666666666
2014,February,MS,Ackerman,0.6666666666666666
2014,March,MS,Ackerman,0.3333333333333333
2014,April,MS,Ackerman,0.8571428571428571
2014,May,MS,Ackerman,0.5714285714285714
2014,June,MS,Ackerman,0.5238095238095238
2014,July,MS,Ackerman,0.47619047619047616
2014,August,MS,Ackerman,0.42857142857142855
2014,September,MS,Ackerman,0.7142857142857143
2014,October,MS,Ackerman,1.0952380952380953
2014,November,MS,Ackerman,0.7619047619047619
2014,December,MS,Ackerman,0.8095238095238095
2015,January,MS,Ackerman,0.5714285714285714
2015,February,MS,Ackerman,0.5238095238095238
2015,March,MS,Ackerman,0.38095238095238093
2015,April,MS,Ackerman,0.5714285714285714
2015,May,MS,Ackerman,0.5238095238095238
2015,June,MS,Ackerman,0.5238095238095238
2015,July,MS,Ackerman,0.42857142857142855
2015,August,MS,Ackerman,0.6190476190476191
2015,September,MS,Ackerman,0.6666666666666666
2015,October,MS,Ackerman,1.0476190476190477
2015,November,MS,Ackerman,0.7142857142857143
2015,December,MS,Ackerman,0.8095238095238095
2016,January,MS,Ackerman,0.6666666666666666
2016,February,MS,Ackerman,0.7142857142857143
2016,March,MS,Ackerman,0.5238095238095238
2016,April,MS,Ackerman,0.42857142857142855
2016,May,MS,Ackerman,0.7619047619047619
2016,June,MS,Ackerman,0.5714285714285714
2016,July,MS,Ackerman,0.2857142857142857
2016,August,MS,Ackerman,0.5714285714285714
2016,September,MS,Ackerman,1.2380952380952381
2016,October,MS,Ackerman,1.1904761904761905
2016,November,MS,Ackerman,0.6666666666666666
2016,December,MS,Ackerman,0.9047619047619048
2017,January,MS,Ackerman,0.6190476190476191
2017,February,MS,Ackerman,0.38095238095238093
2017,March,MS,Ackerman,0.6666666666666666
2017,April,MS,Ackerman,0.5714285714285714
2017,May,MS,Ackerman,0.7142857142857143
2017,June,MS,Ackerman,0.6190476190476191
2017,July,MS,Ackerman,0.7142857142857143
2017,August,MS,Ackerman,0.6190476190476191
2017,September,MS,Ackerman,0.6190476190476191
2017,October,MS,Ackerman,1.380952380952381
2017,November,MS,Ackerman,0.9523809523809523
2017,December,MS,Ackerman,0.8571428571428571
2018,January,MS,Ackerman,0.8571428571428571
2018,February,MS,Ackerman,0.5238095238095238
2018,March,MS,Ackerman,0.5238095238095238
2018,April,MS,Ackerman,0.6666666666666666
2018,May,MS,Ackerman,0.6190476190476191
2018,June,MS,Ackerman,0.3333333333333333
2018,July,MS,Ackerman,0.2857142857142857
2018,August,MS,Ackerman,0.7142857142857143
2018,September,MS,Ackerman,0.9523809523809523
2018,October,MS,Ackerman,1.5238095238095237
2018,November,MS,Ackerman,0.6190476190476191
2018,December,MS,Ackerman,0.5714285714285714
2019,January,MS,Ackerman,0.8095238095238095
2019,February,MS,Ackerman,0.42857142857142855
2019,March,MS,Ackerman,0.5714285714285714
2019,April,MS,Ackerman,0.3333333333333333
2019,May,MS,Ackerman,0.6190476190476191
2019,June,MS,Ackerman,0.5238095238095238
2019,July,MS,Ackerman,0.42857142857142855
2019,August,MS,Ackerman,0.5238095238095238
2019,September,MS,Ackerman,1.0952380952380953
2019,October,MS,Ackerman,1.5238095238095237
2019,November,MS,Ackerman,0.6666666666666666
2019,December,MS,Ackerman,0.8095238095238095
2020,January,MS,Ackerman,0.47619047619047616
2020,February,MS,Ackerman,0.8095238095238095
2020,March,MS,Ackerman,0.5238095238095238
2020,April,MS,Ackerman,0.6190476190476191
2020,May,MS,Ackerman,0.8571428571428571
2020,June,MS,Ackerman,0.7619047619047619
2020,July,MS,Ackerman,0.5238095238095238
2020,August,MS,Ackerman,0.5714285714285714
2020,September,MS,Ackerman,0.8095238095238095
2020,October,MS,Ackerman,1.1428571428571428
2020,November,MS,Ackerman,0.9047619047619048
2020,December,MS,Ackerman,0.8571428571428571
2021,January,MS,Ackerman,0.47619047619047616
2021,February,MS,Ackerman,0.7142857142857143
2021,March,MS,Ackerman,0.5238095238095238
2021,April,MS,Ackerman,0.5238095238095238
2021,May,MS,Ackerman,0.5238095238095238
2021,June,MS,Ackerman,0.9047619047619048
2021,July,MS,Ackerman,0.3333333333333333
2021,August,MS,Ackerman,0.6666666666666666
2021,September,MS,Ackerman,0.6666666666666666
2021,October,MS,Ackerman,1.1904761904761905
2021,November,MS,Ackerman,0.5714285714285714
2021,December,MS,Ackerman,0.9523809523809523
2022,January,MS,Ackerman,0.5238095238095238
2022,February,MS,Ackerman,0.38095238095238093
2022,March,MS,Ackerman,0.6190476190476191
2022,April,MS,Ackerman,0.6190476190476191
2022,May,MS,Ackerman,0.7142857142857143
2022,June,MS,Ackerman,0.6190476190476191
2022,July,MS,Ackerman,0.2857142857142857
2022,August,MS,Ackerman,0.42857142857142855
2022,September,MS,Ackerman,0.8095238095238095
2022,October,MS,Ackerman,1.2380952380952381
2022,November,MS,Ackerman,0.7619047619047619
2022,December,MS,Ackerman,0.7142857142857143
2023,January,MS,Ackerman,0.6190476190476191
2023,February,MS,Ackerman,0.38095238095238093
2023,March,MS,Ackerman,0.5238095238095238
2023,April,MS,Ackerman,0.38095238095238093
2023,May,MS,Ackerman,0.8095238095238095
2023,June,MS,Ackerman,0.6190476190476191
