Year,Month,State,City,AVG_Precip_Percentile
2007,June,MS,Ackerman,0.03329408219195714
2007,July,MS,Ackerman,0.057818532625644056
2007,August,MS,Ackerman,0.035719407626399684
2007,September,MS,Ackerman,0.01634658886649354
2007,October,MS,Ackerman,0.00931772730808465
2007,November,MS,Ackerman,0.026425629403783464
2007,December,MS,Ackerman,0.017297189291326315
2008,January,MS,Ackerman,0.029937313854397046
2008,February,MS,Ackerman,0.03458234086680264
2008,March,MS,Ackerman,0.03691512050123641
2008,April,MS,Ackerman,0.030430862107318418
2008,May,MS,Ackerman,0.03972618301722638
2008,June,MS,Ackerman,0.03607758330220899
2008,July,MS,Ackerman,0.038851711700684306
2008,August,MS,Ackerman,0.027110196326976532
2008,September,MS,Ackerman,0.017675183241707103
2008,October,MS,Ackerman,0.013330841766045315
2008,November,MS,Ackerman,0.027890828859126617
2008,December,MS,Ackerman,0.032696190826527784
2009,January,MS,Ackerman,0.032307669777925735
2009,February,MS,Ackerman,0.026359019056363397
2009,March,MS,Ackerman,0.031406724995426565
2009,April,MS,Ackerman,0.04243827027333644
2009,May,MS,Ackerman,0.03300669329063709
2009,June,MS,Ackerman,0.04093388081278151
2009,July,MS,Ackerman,0.06537209508216223
2009,August,MS,Ackerman,0.030042668258706745
2009,September,MS,Ackerman,0.021109469169652107
2009,October,MS,Ackerman,0.01248091693085021
2009,November,MS,Ackerman,0.023992733164849157
2009,December,MS,Ackerman,0.015112264680199373
2010,January,MS,Ackerman,0.033721215004334226
2010,February,MS,Ackerman,0.02860319272093782
2010,March,MS,Ackerman,0.03228417193162932
2010,April,MS,Ackerman,0.05101129702463238
2010,May,MS,Ackerman,0.022650661244436487
2010,June,MS,Ackerman,0.04740588254093396
2010,July,MS,Ackerman,0.057476533975951635
2010,August,MS,Ackerman,0.02567259569974714
2010,September,MS,Ackerman,0.02094289456589485
2010,October,MS,Ackerman,0.011212359788037049
2010,November,MS,Ackerman,0.03291301286757815
2010,December,MS,Ackerman,0.02200969609765102
2011,January,MS,Ackerman,0.019163323902664862
2011,February,MS,Ackerman,0.01880155408393751
2011,March,MS,Ackerman,0.03300575610698807
2011,April,MS,Ackerman,0.03740513927217326
2011,May,MS,Ackerman,0.03866439846896027
2011,June,MS,Ackerman,0.02328914983842783
2011,July,MS,Ackerman,0.04719616874356006
2011,August,MS,Ackerman,0.02256781713323886
2011,September,MS,Ackerman,0.029507781470688665
2011,October,MS,Ackerman,0.013648609914775503
2011,November,MS,Ackerman,0.013257118701370932
2011,December,MS,Ackerman,0.006037969169255455
2012,January,MS,Ackerman,0.028916957584999115
2012,February,MS,Ackerman,0.01948677870794003
2012,March,MS,Ackerman,0.020376068022954903
2012,April,MS,Ackerman,0.03689859934206454
2012,May,MS,Ackerman,0.028622045525609548
2012,June,MS,Ackerman,0.04896535539380649
2012,July,MS,Ackerman,0.045880401014710206
2012,August,MS,Ackerman,0.02237499752937367
2012,September,MS,Ackerman,0.02232782018021929
2012,October,MS,Ackerman,0.013249321087801469
2012,November,MS,Ackerman,0.02422974624228791
2012,December,MS,Ackerman,0.013728650383390691
2013,January,MS,Ackerman,0.0320770879801308
2013,February,MS,Ackerman,0.025231155517772767
2013,March,MS,Ackerman,0.028271398242611528
2013,April,MS,Ackerman,0.03697182213879937
2013,May,MS,Ackerman,0.025535926567762622
2013,June,MS,Ackerman,0.03879581484431693
2013,July,MS,Ackerman,0.03018573983695845
2013,August,MS,Ackerman,0.03140832838189853
2013,September,MS,Ackerman,0.035798533635505635
2013,October,MS,Ackerman,0.017732442670887222
2013,November,MS,Ackerman,0.017646699496221118
2013,December,MS,Ackerman,0.02269719625443262
2014,January,MS,Ackerman,0.02305369320325324
2014,February,MS,Ackerman,0.02682213588709719
2014,March,MS,Ackerman,0.031934831963886225
2014,April,MS,Ackerman,0.027659986352603725
2014,May,MS,Ackerman,0.05373781955465001
2014,June,MS,Ackerman,0.05536019525057385
2014,July,MS,Ackerman,0.04765778489333753
2014,August,MS,Ackerman,0.039189731298364235
2014,September,MS,Ackerman,0.030545844590641573
2014,October,MS,Ackerman,0.013018055284515374
2014,November,MS,Ackerman,0.01568754331811823
2014,December,MS,Ackerman,0.02066432709615101
2015,January,MS,Ackerman,0.030116858252104035
2015,February,MS,Ackerman,0.026934397330756803
2015,March,MS,Ackerman,0.028695029571233266
2015,April,MS,Ackerman,0.0403712057204624
2015,May,MS,Ackerman,0.04563314310263954
2015,June,MS,Ackerman,0.04349233801274133
2015,July,MS,Ackerman,0.06585025385375426
2015,August,MS,Ackerman,0.038001878318813305
2015,September,MS,Ackerman,0.02452755510801783
2015,October,MS,Ackerman,0.00903573738931697
2015,November,MS,Ackerman,0.015975947727691692
2015,December,MS,Ackerman,0.019209013979358827
2016,January,MS,Ackerman,0.024203377658049422
2016,February,MS,Ackerman,0.03258508067732501
2016,March,MS,Ackerman,0.028764998958044165
2016,April,MS,Ackerman,0.04135896801133853
2016,May,MS,Ackerman,0.0345192480955162
2016,June,MS,Ackerman,0.0424379732813711
2016,July,MS,Ackerman,0.06037906871152671
2016,August,MS,Ackerman,0.0390471396233298
2016,September,MS,Ackerman,0.016552674754465972
2016,October,MS,Ackerman,0.020298397334284547
2016,November,MS,Ackerman,0.035492860989579524
2016,December,MS,Ackerman,0.009442121378328198
2017,January,MS,Ackerman,0.03305442320633293
2017,February,MS,Ackerman,0.01960631896148743
2017,March,MS,Ackerman,0.030772251011308094
2017,April,MS,Ackerman,0.04744553997667646
2017,May,MS,Ackerman,0.04644355152217414
2017,June,MS,Ackerman,0.028838759538931415
2017,July,MS,Ackerman,0.055220849953248254
2017,August,MS,Ackerman,0.02329350571444767
2017,September,MS,Ackerman,0.021064399693995525
2017,October,MS,Ackerman,0.011795325179129141
2017,November,MS,Ackerman,0.01729559463354816
2017,December,MS,Ackerman,0.01837357372960929
2018,January,MS,Ackerman,0.02647660207814381
2018,February,MS,Ackerman,0.03877916881434068
2018,March,MS,Ackerman,0.022397909853416227
2018,April,MS,Ackerman,0.030577165026955806
2018,May,MS,Ackerman,0.0458976294490564
2018,June,MS,Ackerman,0.04237286852774691
2018,July,MS,Ackerman,0.04403463764627794
2018,August,MS,Ackerman,0.022344881657408725
2018,September,MS,Ackerman,0.02644174838362613
2018,October,MS,Ackerman,0.005383920772261248
2018,November,MS,Ackerman,0.024733859014187683
2018,December,MS,Ackerman,0.011857018109164782
2019,January,MS,Ackerman,0.022447117975249984
2019,February,MS,Ackerman,0.03436486641757306
2019,March,MS,Ackerman,0.031043165957847396
2019,April,MS,Ackerman,0.04276142069764123
2019,May,MS,Ackerman,0.04428652654144168
2019,June,MS,Ackerman,0.040078752663829036
2019,July,MS,Ackerman,0.045137209501070655
2019,August,MS,Ackerman,0.024978659112310495
2019,September,MS,Ackerman,0.022486392578814827
2019,October,MS,Ackerman,0.007179116788794936
2019,November,MS,Ackerman,0.031789466921336405
2019,December,MS,Ackerman,0.008758469585711621
2020,January,MS,Ackerman,0.0237989536106825
2020,February,MS,Ackerman,0.01579051012657912
2020,March,MS,Ackerman,0.037539634243517736
2020,April,MS,Ackerman,0.027960181418241737
2020,May,MS,Ackerman,0.03086318254735477
2020,June,MS,Ackerman,0.036518572259973514
2020,July,MS,Ackerman,0.07472747400691049
2020,August,MS,Ackerman,0.03123603757478359
2020,September,MS,Ackerman,0.025627998618605513
2020,October,MS,Ackerman,0.010770444822205908
2020,November,MS,Ackerman,0.011931070423069972
2020,December,MS,Ackerman,0.018901899550730482
2021,January,MS,Ackerman,0.03456019817784241
2021,February,MS,Ackerman,0.03262565922293306
2021,March,MS,Ackerman,0.018333566286365746
2021,April,MS,Ackerman,0.0393267811097018
2021,May,MS,Ackerman,0.04723139887968678
2021,June,MS,Ackerman,0.026033795775958112
2021,July,MS,Ackerman,0.06309085887899285
2021,August,MS,Ackerman,0.025778348508246125
2021,September,MS,Ackerman,0.021861302011898214
2021,October,MS,Ackerman,0.01477466931729499
2021,November,MS,Ackerman,0.033044253361901775
2021,December,MS,Ackerman,0.016497649022661404
2022,January,MS,Ackerman,0.03325706980479525
2022,February,MS,Ackerman,0.04050668807235091
2022,March,MS,Ackerman,0.04049969475586482
2022,April,MS,Ackerman,0.050652461245382085
2022,May,MS,Ackerman,0.023732777430034706
2022,June,MS,Ackerman,0.04271924499230136
2022,July,MS,Ackerman,0.07521843997348313
2022,August,MS,Ackerman,0.03733463376125437
2022,September,MS,Ackerman,0.03099760066153744
2022,October,MS,Ackerman,0.007326559498283137
2022,November,MS,Ackerman,0.020426238184091776
2022,December,MS,Ackerman,0.017431290976547206
2023,January,MS,Ackerman,0.024915058978359255
2023,February,MS,Ackerman,0.024384147402185915
2023,March,MS,Ackerman,0.04188002716896831
2023,April,MS,Ackerman,0.03218615766997754
2023,May,MS,Ackerman,0.02189222924725808
2023,June,MS,Ackerman,0.04450664174554362
